u_vertex,v_vertex,u_slot,u_local,v_slot,v_local,kind
861,867,14,21,14,27,internal_thalion_copy
861,870,14,21,14,30,internal_thalion_copy
861,873,14,21,14,33,internal_thalion_copy
862,866,14,22,14,26,internal_thalion_copy
862,868,14,22,14,28,internal_thalion_copy
862,874,14,22,14,34,internal_thalion_copy
863,867,14,23,14,27,internal_thalion_copy
865,876,14,25,14,36,internal_thalion_copy
867,873,14,27,14,33,internal_thalion_copy
868,872,14,28,14,32,internal_thalion_copy
868,874,14,28,14,34,internal_thalion_copy
868,876,14,28,14,36,internal_thalion_copy
869,873,14,29,14,33,internal_thalion_copy
869,875,14,29,14,35,internal_thalion_copy
869,877,14,29,14,37,internal_thalion_copy
870,884,14,30,14,44,internal_thalion_copy
871,877,14,31,14,37,internal_thalion_copy
871,880,14,31,14,40,internal_thalion_copy
871,883,14,31,14,43,internal_thalion_copy
872,876,14,32,14,36,internal_thalion_copy
872,878,14,32,14,38,internal_thalion_copy
872,884,14,32,14,44,internal_thalion_copy
873,877,14,33,14,37,internal_thalion_copy
875,886,14,35,14,46,internal_thalion_copy
877,883,14,37,14,43,internal_thalion_copy
878,882,14,38,14,42,internal_thalion_copy
878,884,14,38,14,44,internal_thalion_copy
878,886,14,38,14,46,internal_thalion_copy
879,883,14,39,14,43,internal_thalion_copy
879,885,14,39,14,45,internal_thalion_copy
879,887,14,39,14,47,internal_thalion_copy
880,894,14,40,14,54,internal_thalion_copy
881,887,14,41,14,47,internal_thalion_copy
881,890,14,41,14,50,internal_thalion_copy
881,893,14,41,14,53,internal_thalion_copy
882,886,14,42,14,46,internal_thalion_copy
882,888,14,42,14,48,internal_thalion_copy
882,894,14,42,14,54,internal_thalion_copy
883,887,14,43,14,47,internal_thalion_copy
885,896,14,45,14,56,internal_thalion_copy
887,893,14,47,14,53,internal_thalion_copy
888,892,14,48,14,52,internal_thalion_copy
888,894,14,48,14,54,internal_thalion_copy
888,896,14,48,14,56,internal_thalion_copy
889,893,14,49,14,53,internal_thalion_copy
889,895,14,49,14,55,internal_thalion_copy
889,897,14,49,14,57,internal_thalion_copy
891,897,14,51,14,57,internal_thalion_copy
892,896,14,52,14,56,internal_thalion_copy
892,898,14,52,14,58,internal_thalion_copy
893,897,14,53,14,57,internal_thalion_copy
