u_vertex,v_vertex,u_slot,u_local,v_slot,v_local,kind
486,490,8,6,8,10,internal_thalion_copy
486,501,8,6,8,21,internal_thalion_copy
486,504,8,6,8,24,internal_thalion_copy
486,510,8,6,8,30,internal_thalion_copy
486,786,8,6,13,6,external_signed_carrier
486,846,8,6,14,6,external_signed_carrier
487,500,8,7,8,20,internal_thalion_copy
487,511,8,7,8,31,internal_thalion_copy
487,514,8,7,8,34,internal_thalion_copy
487,520,8,7,8,40,internal_thalion_copy
487,787,8,7,13,7,external_signed_carrier
487,847,8,7,14,7,external_signed_carrier
488,510,8,8,8,30,internal_thalion_copy
488,521,8,8,8,41,internal_thalion_copy
488,524,8,8,8,44,internal_thalion_copy
488,530,8,8,8,50,internal_thalion_copy
488,788,8,8,13,8,external_signed_carrier
488,848,8,8,14,8,external_signed_carrier
489,490,8,9,8,10,internal_thalion_copy
489,520,8,9,8,40,internal_thalion_copy
489,531,8,9,8,51,internal_thalion_copy
489,534,8,9,8,54,internal_thalion_copy
489,789,8,9,13,9,external_signed_carrier
489,849,8,9,14,9,external_signed_carrier
490,504,8,10,8,24,internal_thalion_copy
490,531,8,10,8,51,internal_thalion_copy
490,790,8,10,13,10,external_signed_carrier
490,850,8,10,14,10,external_signed_carrier
491,497,8,11,8,17,internal_thalion_copy
491,500,8,11,8,20,internal_thalion_copy
491,503,8,11,8,23,internal_thalion_copy
491,791,8,11,13,11,external_signed_carrier
491,851,8,11,14,11,external_signed_carrier
492,496,8,12,8,16,internal_thalion_copy
492,498,8,12,8,18,internal_thalion_copy
492,504,8,12,8,24,internal_thalion_copy
492,538,8,12,8,58,internal_thalion_copy
492,792,8,12,13,12,external_signed_carrier
492,852,8,12,14,12,external_signed_carrier
493,497,8,13,8,17,internal_thalion_copy
493,531,8,13,8,51,internal_thalion_copy
493,537,8,13,8,57,internal_thalion_copy
493,539,8,13,8,59,internal_thalion_copy
493,793,8,13,13,13,external_signed_carrier
493,853,8,13,14,13,external_signed_carrier
494,530,8,14,8,50,internal_thalion_copy
494,532,8,14,8,52,internal_thalion_copy
494,538,8,14,8,58,internal_thalion_copy
494,794,8,14,13,14,external_signed_carrier
494,854,8,14,14,14,external_signed_carrier
495,506,8,15,8,26,internal_thalion_copy
495,539,8,15,8,59,internal_thalion_copy
495,795,8,15,13,15,external_signed_carrier
495,855,8,15,14,15,external_signed_carrier
496,535,8,16,8,55,internal_thalion_copy
496,538,8,16,8,58,internal_thalion_copy
496,796,8,16,13,16,external_signed_carrier
496,856,8,16,14,16,external_signed_carrier
497,503,8,17,8,23,internal_thalion_copy
497,539,8,17,8,59,internal_thalion_copy
497,797,8,17,13,17,external_signed_carrier
497,857,8,17,14,17,external_signed_carrier
498,502,8,18,8,22,internal_thalion_copy
498,504,8,18,8,24,internal_thalion_copy
498,506,8,18,8,26,internal_thalion_copy
498,798,8,18,13,18,external_signed_carrier
498,858,8,18,14,18,external_signed_carrier
499,503,8,19,8,23,internal_thalion_copy
499,505,8,19,8,25,internal_thalion_copy
499,507,8,19,8,27,internal_thalion_copy
499,799,8,19,13,19,external_signed_carrier
499,859,8,19,14,19,external_signed_carrier
500,514,8,20,8,34,internal_thalion_copy
500,800,8,20,13,20,external_signed_carrier
500,860,8,20,14,20,external_signed_carrier
501,507,8,21,8,27,internal_thalion_copy
501,510,8,21,8,30,internal_thalion_copy
501,513,8,21,8,33,internal_thalion_copy
501,801,8,21,13,21,external_signed_carrier
501,861,8,21,14,21,external_signed_carrier
502,506,8,22,8,26,internal_thalion_copy
502,508,8,22,8,28,internal_thalion_copy
502,514,8,22,8,34,internal_thalion_copy
502,802,8,22,13,22,external_signed_carrier
502,862,8,22,14,22,external_signed_carrier
503,507,8,23,8,27,internal_thalion_copy
503,803,8,23,13,23,external_signed_carrier
503,863,8,23,14,23,external_signed_carrier
504,804,8,24,13,24,external_signed_carrier
504,864,8,24,14,24,external_signed_carrier
505,516,8,25,8,36,internal_thalion_copy
505,805,8,25,13,25,external_signed_carrier
505,865,8,25,14,25,external_signed_carrier
506,806,8,26,13,26,external_signed_carrier
506,866,8,26,14,26,external_signed_carrier
507,513,8,27,8,33,internal_thalion_copy
507,807,8,27,13,27,external_signed_carrier
507,867,8,27,14,27,external_signed_carrier
508,512,8,28,8,32,internal_thalion_copy
508,514,8,28,8,34,internal_thalion_copy
508,516,8,28,8,36,internal_thalion_copy
508,808,8,28,13,28,external_signed_carrier
508,868,8,28,14,28,external_signed_carrier
509,513,8,29,8,33,internal_thalion_copy
509,515,8,29,8,35,internal_thalion_copy
509,517,8,29,8,37,internal_thalion_copy
509,809,8,29,13,29,external_signed_carrier
509,869,8,29,14,29,external_signed_carrier
510,524,8,30,8,44,internal_thalion_copy
510,810,8,30,13,30,external_signed_carrier
510,870,8,30,14,30,external_signed_carrier
511,517,8,31,8,37,internal_thalion_copy
511,520,8,31,8,40,internal_thalion_copy
511,523,8,31,8,43,internal_thalion_copy
511,811,8,31,13,31,external_signed_carrier
511,871,8,31,14,31,external_signed_carrier
512,516,8,32,8,36,internal_thalion_copy
512,518,8,32,8,38,internal_thalion_copy
512,524,8,32,8,44,internal_thalion_copy
512,812,8,32,13,32,external_signed_carrier
512,872,8,32,14,32,external_signed_carrier
513,517,8,33,8,37,internal_thalion_copy
513,813,8,33,13,33,external_signed_carrier
513,873,8,33,14,33,external_signed_carrier
514,814,8,34,13,34,external_signed_carrier
514,874,8,34,14,34,external_signed_carrier
515,526,8,35,8,46,internal_thalion_copy
515,815,8,35,13,35,external_signed_carrier
515,875,8,35,14,35,external_signed_carrier
516,816,8,36,13,36,external_signed_carrier
516,876,8,36,14,36,external_signed_carrier
517,523,8,37,8,43,internal_thalion_copy
517,817,8,37,13,37,external_signed_carrier
517,877,8,37,14,37,external_signed_carrier
518,522,8,38,8,42,internal_thalion_copy
518,524,8,38,8,44,internal_thalion_copy
518,526,8,38,8,46,internal_thalion_copy
518,818,8,38,13,38,external_signed_carrier
518,878,8,38,14,38,external_signed_carrier
519,523,8,39,8,43,internal_thalion_copy
519,525,8,39,8,45,internal_thalion_copy
519,527,8,39,8,47,internal_thalion_copy
519,819,8,39,13,39,external_signed_carrier
519,879,8,39,14,39,external_signed_carrier
520,534,8,40,8,54,internal_thalion_copy
520,820,8,40,13,40,external_signed_carrier
520,880,8,40,14,40,external_signed_carrier
521,527,8,41,8,47,internal_thalion_copy
521,530,8,41,8,50,internal_thalion_copy
521,533,8,41,8,53,internal_thalion_copy
521,821,8,41,13,41,external_signed_carrier
521,881,8,41,14,41,external_signed_carrier
522,526,8,42,8,46,internal_thalion_copy
522,528,8,42,8,48,internal_thalion_copy
522,534,8,42,8,54,internal_thalion_copy
522,822,8,42,13,42,external_signed_carrier
522,882,8,42,14,42,external_signed_carrier
523,527,8,43,8,47,internal_thalion_copy
523,823,8,43,13,43,external_signed_carrier
523,883,8,43,14,43,external_signed_carrier
524,824,8,44,13,44,external_signed_carrier
524,884,8,44,14,44,external_signed_carrier
525,536,8,45,8,56,internal_thalion_copy
525,825,8,45,13,45,external_signed_carrier
525,885,8,45,14,45,external_signed_carrier
526,826,8,46,13,46,external_signed_carrier
526,886,8,46,14,46,external_signed_carrier
527,533,8,47,8,53,internal_thalion_copy
527,827,8,47,13,47,external_signed_carrier
527,887,8,47,14,47,external_signed_carrier
528,532,8,48,8,52,internal_thalion_copy
528,534,8,48,8,54,internal_thalion_copy
528,536,8,48,8,56,internal_thalion_copy
528,828,8,48,13,48,external_signed_carrier
528,888,8,48,14,48,external_signed_carrier
529,533,8,49,8,53,internal_thalion_copy
529,535,8,49,8,55,internal_thalion_copy
529,537,8,49,8,57,internal_thalion_copy
529,829,8,49,13,49,external_signed_carrier
529,889,8,49,14,49,external_signed_carrier
530,830,8,50,13,50,external_signed_carrier
530,890,8,50,14,50,external_signed_carrier
531,537,8,51,8,57,internal_thalion_copy
531,831,8,51,13,51,external_signed_carrier
531,891,8,51,14,51,external_signed_carrier
532,536,8,52,8,56,internal_thalion_copy
532,538,8,52,8,58,internal_thalion_copy
532,832,8,52,13,52,external_signed_carrier
532,892,8,52,14,52,external_signed_carrier
533,537,8,53,8,57,internal_thalion_copy
533,833,8,53,13,53,external_signed_carrier
533,893,8,53,14,53,external_signed_carrier
534,834,8,54,13,54,external_signed_carrier
534,894,8,54,14,54,external_signed_carrier
535,835,8,55,13,55,external_signed_carrier
535,895,8,55,14,55,external_signed_carrier
536,836,8,56,13,56,external_signed_carrier
536,896,8,56,14,56,external_signed_carrier
537,837,8,57,13,57,external_signed_carrier
537,897,8,57,14,57,external_signed_carrier
538,838,8,58,13,58,external_signed_carrier
538,898,8,58,14,58,external_signed_carrier
539,839,8,59,13,59,external_signed_carrier
539,899,8,59,14,59,external_signed_carrier
540,556,9,0,9,16,internal_thalion_copy
540,559,9,0,9,19,internal_thalion_copy
540,565,9,0,9,25,internal_thalion_copy
540,595,9,0,9,55,internal_thalion_copy
540,660,9,0,11,0,external_signed_carrier
540,720,9,0,12,0,external_signed_carrier
541,555,9,1,9,15,internal_thalion_copy
541,566,9,1,9,26,internal_thalion_copy
541,569,9,1,9,29,internal_thalion_copy
541,575,9,1,9,35,internal_thalion_copy
541,661,9,1,11,1,external_signed_carrier
541,721,9,1,12,1,external_signed_carrier
542,565,9,2,9,25,internal_thalion_copy
542,576,9,2,9,36,internal_thalion_copy
542,579,9,2,9,39,internal_thalion_copy
542,585,9,2,9,45,internal_thalion_copy
542,662,9,2,11,2,external_signed_carrier
542,722,9,2,12,2,external_signed_carrier
543,575,9,3,9,35,internal_thalion_copy
543,586,9,3,9,46,internal_thalion_copy
543,589,9,3,9,49,internal_thalion_copy
543,595,9,3,9,55,internal_thalion_copy
543,663,9,3,11,3,external_signed_carrier
543,723,9,3,12,3,external_signed_carrier
544,555,9,4,9,15,internal_thalion_copy
544,585,9,4,9,45,internal_thalion_copy
544,596,9,4,9,56,internal_thalion_copy
544,599,9,4,9,59,internal_thalion_copy
544,664,9,4,11,4,external_signed_carrier
544,724,9,4,12,4,external_signed_carrier
545,551,9,5,9,11,internal_thalion_copy
545,554,9,5,9,14,internal_thalion_copy
545,560,9,5,9,20,internal_thalion_copy
545,590,9,5,9,50,internal_thalion_copy
545,665,9,5,11,5,external_signed_carrier
545,725,9,5,12,5,external_signed_carrier
546,550,9,6,9,10,internal_thalion_copy
546,561,9,6,9,21,internal_thalion_copy
546,564,9,6,9,24,internal_thalion_copy
546,570,9,6,9,30,internal_thalion_copy
546,666,9,6,11,6,external_signed_carrier
546,726,9,6,12,6,external_signed_carrier
547,560,9,7,9,20,internal_thalion_copy
547,571,9,7,9,31,internal_thalion_copy
547,574,9,7,9,34,internal_thalion_copy
547,580,9,7,9,40,internal_thalion_copy
547,667,9,7,11,7,external_signed_carrier
547,727,9,7,12,7,external_signed_carrier
548,570,9,8,9,30,internal_thalion_copy
548,581,9,8,9,41,internal_thalion_copy
548,584,9,8,9,44,internal_thalion_copy
548,590,9,8,9,50,internal_thalion_copy
548,668,9,8,11,8,external_signed_carrier
548,728,9,8,12,8,external_signed_carrier
549,550,9,9,9,10,internal_thalion_copy
549,580,9,9,9,40,internal_thalion_copy
549,591,9,9,9,51,internal_thalion_copy
549,594,9,9,9,54,internal_thalion_copy
549,669,9,9,11,9,external_signed_carrier
549,729,9,9,12,9,external_signed_carrier
550,564,9,10,9,24,internal_thalion_copy
550,591,9,10,9,51,internal_thalion_copy
550,670,9,10,11,10,external_signed_carrier
550,730,9,10,12,10,external_signed_carrier
551,557,9,11,9,17,internal_thalion_copy
551,560,9,11,9,20,internal_thalion_copy
551,563,9,11,9,23,internal_thalion_copy
551,671,9,11,11,11,external_signed_carrier
551,731,9,11,12,11,external_signed_carrier
552,556,9,12,9,16,internal_thalion_copy
552,558,9,12,9,18,internal_thalion_copy
552,564,9,12,9,24,internal_thalion_copy
552,598,9,12,9,58,internal_thalion_copy
552,672,9,12,11,12,external_signed_carrier
552,732,9,12,12,12,external_signed_carrier
553,557,9,13,9,17,internal_thalion_copy
553,591,9,13,9,51,internal_thalion_copy
553,597,9,13,9,57,internal_thalion_copy
553,599,9,13,9,59,internal_thalion_copy
553,673,9,13,11,13,external_signed_carrier
553,733,9,13,12,13,external_signed_carrier
554,590,9,14,9,50,internal_thalion_copy
554,592,9,14,9,52,internal_thalion_copy
554,598,9,14,9,58,internal_thalion_copy
554,674,9,14,11,14,external_signed_carrier
554,734,9,14,12,14,external_signed_carrier
555,566,9,15,9,26,internal_thalion_copy
555,599,9,15,9,59,internal_thalion_copy
555,675,9,15,11,15,external_signed_carrier
555,735,9,15,12,15,external_signed_carrier
556,595,9,16,9,55,internal_thalion_copy
556,598,9,16,9,58,internal_thalion_copy
556,676,9,16,11,16,external_signed_carrier
556,736,9,16,12,16,external_signed_carrier
557,563,9,17,9,23,internal_thalion_copy
557,599,9,17,9,59,internal_thalion_copy
557,677,9,17,11,17,external_signed_carrier
557,737,9,17,12,17,external_signed_carrier
558,562,9,18,9,22,internal_thalion_copy
558,564,9,18,9,24,internal_thalion_copy
558,566,9,18,9,26,internal_thalion_copy
558,678,9,18,11,18,external_signed_carrier
558,738,9,18,12,18,external_signed_carrier
559,563,9,19,9,23,internal_thalion_copy
559,565,9,19,9,25,internal_thalion_copy
559,567,9,19,9,27,internal_thalion_copy
559,679,9,19,11,19,external_signed_carrier
559,739,9,19,12,19,external_signed_carrier
560,574,9,20,9,34,internal_thalion_copy
560,680,9,20,11,20,external_signed_carrier
560,740,9,20,12,20,external_signed_carrier
561,567,9,21,9,27,internal_thalion_copy
561,570,9,21,9,30,internal_thalion_copy
561,573,9,21,9,33,internal_thalion_copy
561,681,9,21,11,21,external_signed_carrier
561,741,9,21,12,21,external_signed_carrier
562,566,9,22,9,26,internal_thalion_copy
562,568,9,22,9,28,internal_thalion_copy
562,574,9,22,9,34,internal_thalion_copy
562,682,9,22,11,22,external_signed_carrier
562,742,9,22,12,22,external_signed_carrier
563,567,9,23,9,27,internal_thalion_copy
563,683,9,23,11,23,external_signed_carrier
563,743,9,23,12,23,external_signed_carrier
564,684,9,24,11,24,external_signed_carrier
564,744,9,24,12,24,external_signed_carrier
565,576,9,25,9,36,internal_thalion_copy
565,685,9,25,11,25,external_signed_carrier
565,745,9,25,12,25,external_signed_carrier
566,686,9,26,11,26,external_signed_carrier
566,746,9,26,12,26,external_signed_carrier
567,573,9,27,9,33,internal_thalion_copy
567,687,9,27,11,27,external_signed_carrier
567,747,9,27,12,27,external_signed_carrier
568,572,9,28,9,32,internal_thalion_copy
568,574,9,28,9,34,internal_thalion_copy
568,576,9,28,9,36,internal_thalion_copy
568,688,9,28,11,28,external_signed_carrier
568,748,9,28,12,28,external_signed_carrier
569,573,9,29,9,33,internal_thalion_copy
569,575,9,29,9,35,internal_thalion_copy
569,577,9,29,9,37,internal_thalion_copy
569,689,9,29,11,29,external_signed_carrier
569,749,9,29,12,29,external_signed_carrier
570,584,9,30,9,44,internal_thalion_copy
570,690,9,30,11,30,external_signed_carrier
570,750,9,30,12,30,external_signed_carrier
571,577,9,31,9,37,internal_thalion_copy
571,580,9,31,9,40,internal_thalion_copy
571,583,9,31,9,43,internal_thalion_copy
571,691,9,31,11,31,external_signed_carrier
571,751,9,31,12,31,external_signed_carrier
572,576,9,32,9,36,internal_thalion_copy
572,578,9,32,9,38,internal_thalion_copy
572,584,9,32,9,44,internal_thalion_copy
572,692,9,32,11,32,external_signed_carrier
572,752,9,32,12,32,external_signed_carrier
573,577,9,33,9,37,internal_thalion_copy
573,693,9,33,11,33,external_signed_carrier
573,753,9,33,12,33,external_signed_carrier
574,694,9,34,11,34,external_signed_carrier
574,754,9,34,12,34,external_signed_carrier
575,586,9,35,9,46,internal_thalion_copy
575,695,9,35,11,35,external_signed_carrier
575,755,9,35,12,35,external_signed_carrier
576,696,9,36,11,36,external_signed_carrier
576,756,9,36,12,36,external_signed_carrier
577,583,9,37,9,43,internal_thalion_copy
577,697,9,37,11,37,external_signed_carrier
577,757,9,37,12,37,external_signed_carrier
578,582,9,38,9,42,internal_thalion_copy
578,584,9,38,9,44,internal_thalion_copy
578,586,9,38,9,46,internal_thalion_copy
578,698,9,38,11,38,external_signed_carrier
578,758,9,38,12,38,external_signed_carrier
579,583,9,39,9,43,internal_thalion_copy
579,585,9,39,9,45,internal_thalion_copy
579,587,9,39,9,47,internal_thalion_copy
579,699,9,39,11,39,external_signed_carrier
579,759,9,39,12,39,external_signed_carrier
580,594,9,40,9,54,internal_thalion_copy
580,700,9,40,11,40,external_signed_carrier
580,760,9,40,12,40,external_signed_carrier
581,587,9,41,9,47,internal_thalion_copy
581,590,9,41,9,50,internal_thalion_copy
581,593,9,41,9,53,internal_thalion_copy
581,701,9,41,11,41,external_signed_carrier
581,761,9,41,12,41,external_signed_carrier
582,586,9,42,9,46,internal_thalion_copy
582,588,9,42,9,48,internal_thalion_copy
582,594,9,42,9,54,internal_thalion_copy
582,702,9,42,11,42,external_signed_carrier
582,762,9,42,12,42,external_signed_carrier
583,587,9,43,9,47,internal_thalion_copy
583,703,9,43,11,43,external_signed_carrier
583,763,9,43,12,43,external_signed_carrier
584,704,9,44,11,44,external_signed_carrier
584,764,9,44,12,44,external_signed_carrier
585,596,9,45,9,56,internal_thalion_copy
585,705,9,45,11,45,external_signed_carrier
585,765,9,45,12,45,external_signed_carrier
586,706,9,46,11,46,external_signed_carrier
586,766,9,46,12,46,external_signed_carrier
587,593,9,47,9,53,internal_thalion_copy
587,707,9,47,11,47,external_signed_carrier
587,767,9,47,12,47,external_signed_carrier
588,592,9,48,9,52,internal_thalion_copy
588,594,9,48,9,54,internal_thalion_copy
588,596,9,48,9,56,internal_thalion_copy
588,708,9,48,11,48,external_signed_carrier
588,768,9,48,12,48,external_signed_carrier
589,593,9,49,9,53,internal_thalion_copy
589,595,9,49,9,55,internal_thalion_copy
589,597,9,49,9,57,internal_thalion_copy
589,709,9,49,11,49,external_signed_carrier
589,769,9,49,12,49,external_signed_carrier
590,710,9,50,11,50,external_signed_carrier
590,770,9,50,12,50,external_signed_carrier
591,597,9,51,9,57,internal_thalion_copy
591,711,9,51,11,51,external_signed_carrier
591,771,9,51,12,51,external_signed_carrier
592,596,9,52,9,56,internal_thalion_copy
592,598,9,52,9,58,internal_thalion_copy
592,712,9,52,11,52,external_signed_carrier
592,772,9,52,12,52,external_signed_carrier
593,597,9,53,9,57,internal_thalion_copy
593,713,9,53,11,53,external_signed_carrier
593,773,9,53,12,53,external_signed_carrier
594,714,9,54,11,54,external_signed_carrier
594,774,9,54,12,54,external_signed_carrier
595,715,9,55,11,55,external_signed_carrier
595,775,9,55,12,55,external_signed_carrier
596,716,9,56,11,56,external_signed_carrier
596,776,9,56,12,56,external_signed_carrier
597,717,9,57,11,57,external_signed_carrier
597,777,9,57,12,57,external_signed_carrier
598,718,9,58,11,58,external_signed_carrier
598,778,9,58,12,58,external_signed_carrier
599,719,9,59,11,59,external_signed_carrier
599,779,9,59,12,59,external_signed_carrier
600,616,10,0,10,16,internal_thalion_copy
600,619,10,0,10,19,internal_thalion_copy
600,625,10,0,10,25,internal_thalion_copy
600,655,10,0,10,55,internal_thalion_copy
600,660,10,0,11,0,external_signed_carrier
600,870,10,0,14,30,external_signed_carrier
601,615,10,1,10,15,internal_thalion_copy
601,626,10,1,10,26,internal_thalion_copy
601,629,10,1,10,29,internal_thalion_copy
601,635,10,1,10,35,internal_thalion_copy
601,661,10,1,11,1,external_signed_carrier
601,871,10,1,14,31,external_signed_carrier
602,625,10,2,10,25,internal_thalion_copy
602,636,10,2,10,36,internal_thalion_copy
602,639,10,2,10,39,internal_thalion_copy
602,645,10,2,10,45,internal_thalion_copy
602,662,10,2,11,2,external_signed_carrier
602,872,10,2,14,32,external_signed_carrier
603,635,10,3,10,35,internal_thalion_copy
603,646,10,3,10,46,internal_thalion_copy
603,649,10,3,10,49,internal_thalion_copy
603,655,10,3,10,55,internal_thalion_copy
603,663,10,3,11,3,external_signed_carrier
603,873,10,3,14,33,external_signed_carrier
604,615,10,4,10,15,internal_thalion_copy
604,645,10,4,10,45,internal_thalion_copy
604,656,10,4,10,56,internal_thalion_copy
604,659,10,4,10,59,internal_thalion_copy
604,664,10,4,11,4,external_signed_carrier
604,874,10,4,14,34,external_signed_carrier
605,611,10,5,10,11,internal_thalion_copy
605,614,10,5,10,14,internal_thalion_copy
605,620,10,5,10,20,internal_thalion_copy
605,650,10,5,10,50,internal_thalion_copy
605,665,10,5,11,5,external_signed_carrier
605,875,10,5,14,35,external_signed_carrier
606,610,10,6,10,10,internal_thalion_copy
606,621,10,6,10,21,internal_thalion_copy
606,624,10,6,10,24,internal_thalion_copy
606,630,10,6,10,30,internal_thalion_copy
606,666,10,6,11,6,external_signed_carrier
606,876,10,6,14,36,external_signed_carrier
607,620,10,7,10,20,internal_thalion_copy
607,631,10,7,10,31,internal_thalion_copy
607,634,10,7,10,34,internal_thalion_copy
607,640,10,7,10,40,internal_thalion_copy
607,667,10,7,11,7,external_signed_carrier
607,877,10,7,14,37,external_signed_carrier
608,630,10,8,10,30,internal_thalion_copy
608,641,10,8,10,41,internal_thalion_copy
608,644,10,8,10,44,internal_thalion_copy
608,650,10,8,10,50,internal_thalion_copy
608,668,10,8,11,8,external_signed_carrier
608,878,10,8,14,38,external_signed_carrier
609,610,10,9,10,10,internal_thalion_copy
609,640,10,9,10,40,internal_thalion_copy
609,651,10,9,10,51,internal_thalion_copy
609,654,10,9,10,54,internal_thalion_copy
609,669,10,9,11,9,external_signed_carrier
609,879,10,9,14,39,external_signed_carrier
610,624,10,10,10,24,internal_thalion_copy
610,651,10,10,10,51,internal_thalion_copy
610,670,10,10,11,10,external_signed_carrier
610,880,10,10,14,40,external_signed_carrier
611,617,10,11,10,17,internal_thalion_copy
611,620,10,11,10,20,internal_thalion_copy
611,623,10,11,10,23,internal_thalion_copy
611,671,10,11,11,11,external_signed_carrier
611,881,10,11,14,41,external_signed_carrier
612,616,10,12,10,16,internal_thalion_copy
612,618,10,12,10,18,internal_thalion_copy
612,624,10,12,10,24,internal_thalion_copy
612,658,10,12,10,58,internal_thalion_copy
612,672,10,12,11,12,external_signed_carrier
612,882,10,12,14,42,external_signed_carrier
613,617,10,13,10,17,internal_thalion_copy
613,651,10,13,10,51,internal_thalion_copy
613,657,10,13,10,57,internal_thalion_copy
613,659,10,13,10,59,internal_thalion_copy
613,673,10,13,11,13,external_signed_carrier
613,883,10,13,14,43,external_signed_carrier
614,650,10,14,10,50,internal_thalion_copy
614,652,10,14,10,52,internal_thalion_copy
614,658,10,14,10,58,internal_thalion_copy
614,674,10,14,11,14,external_signed_carrier
614,884,10,14,14,44,external_signed_carrier
615,626,10,15,10,26,internal_thalion_copy
615,659,10,15,10,59,internal_thalion_copy
615,675,10,15,11,15,external_signed_carrier
615,885,10,15,14,45,external_signed_carrier
616,655,10,16,10,55,internal_thalion_copy
616,658,10,16,10,58,internal_thalion_copy
616,676,10,16,11,16,external_signed_carrier
616,886,10,16,14,46,external_signed_carrier
617,623,10,17,10,23,internal_thalion_copy
617,659,10,17,10,59,internal_thalion_copy
617,677,10,17,11,17,external_signed_carrier
617,887,10,17,14,47,external_signed_carrier
618,622,10,18,10,22,internal_thalion_copy
618,624,10,18,10,24,internal_thalion_copy
618,626,10,18,10,26,internal_thalion_copy
618,678,10,18,11,18,external_signed_carrier
618,888,10,18,14,48,external_signed_carrier
619,623,10,19,10,23,internal_thalion_copy
619,625,10,19,10,25,internal_thalion_copy
619,627,10,19,10,27,internal_thalion_copy
619,679,10,19,11,19,external_signed_carrier
619,889,10,19,14,49,external_signed_carrier
620,634,10,20,10,34,internal_thalion_copy
620,680,10,20,11,20,external_signed_carrier
620,890,10,20,14,50,external_signed_carrier
621,627,10,21,10,27,internal_thalion_copy
621,630,10,21,10,30,internal_thalion_copy
621,633,10,21,10,33,internal_thalion_copy
621,681,10,21,11,21,external_signed_carrier
621,891,10,21,14,51,external_signed_carrier
622,626,10,22,10,26,internal_thalion_copy
622,628,10,22,10,28,internal_thalion_copy
622,634,10,22,10,34,internal_thalion_copy
622,682,10,22,11,22,external_signed_carrier
622,892,10,22,14,52,external_signed_carrier
623,627,10,23,10,27,internal_thalion_copy
623,683,10,23,11,23,external_signed_carrier
623,893,10,23,14,53,external_signed_carrier
624,684,10,24,11,24,external_signed_carrier
624,894,10,24,14,54,external_signed_carrier
625,636,10,25,10,36,internal_thalion_copy
625,685,10,25,11,25,external_signed_carrier
625,895,10,25,14,55,external_signed_carrier
626,686,10,26,11,26,external_signed_carrier
626,896,10,26,14,56,external_signed_carrier
627,633,10,27,10,33,internal_thalion_copy
627,687,10,27,11,27,external_signed_carrier
627,897,10,27,14,57,external_signed_carrier
628,632,10,28,10,32,internal_thalion_copy
628,634,10,28,10,34,internal_thalion_copy
628,636,10,28,10,36,internal_thalion_copy
628,688,10,28,11,28,external_signed_carrier
628,898,10,28,14,58,external_signed_carrier
629,633,10,29,10,33,internal_thalion_copy
629,635,10,29,10,35,internal_thalion_copy
629,637,10,29,10,37,internal_thalion_copy
629,689,10,29,11,29,external_signed_carrier
629,899,10,29,14,59,external_signed_carrier
630,644,10,30,10,44,internal_thalion_copy
630,690,10,30,11,30,external_signed_carrier
630,840,10,30,14,0,external_signed_carrier
631,637,10,31,10,37,internal_thalion_copy
631,640,10,31,10,40,internal_thalion_copy
631,643,10,31,10,43,internal_thalion_copy
631,691,10,31,11,31,external_signed_carrier
631,841,10,31,14,1,external_signed_carrier
632,636,10,32,10,36,internal_thalion_copy
632,638,10,32,10,38,internal_thalion_copy
632,644,10,32,10,44,internal_thalion_copy
632,692,10,32,11,32,external_signed_carrier
632,842,10,32,14,2,external_signed_carrier
633,637,10,33,10,37,internal_thalion_copy
633,693,10,33,11,33,external_signed_carrier
633,843,10,33,14,3,external_signed_carrier
634,694,10,34,11,34,external_signed_carrier
634,844,10,34,14,4,external_signed_carrier
635,646,10,35,10,46,internal_thalion_copy
635,695,10,35,11,35,external_signed_carrier
635,845,10,35,14,5,external_signed_carrier
636,696,10,36,11,36,external_signed_carrier
636,846,10,36,14,6,external_signed_carrier
637,643,10,37,10,43,internal_thalion_copy
637,697,10,37,11,37,external_signed_carrier
637,847,10,37,14,7,external_signed_carrier
638,642,10,38,10,42,internal_thalion_copy
638,644,10,38,10,44,internal_thalion_copy
638,646,10,38,10,46,internal_thalion_copy
638,698,10,38,11,38,external_signed_carrier
638,848,10,38,14,8,external_signed_carrier
639,643,10,39,10,43,internal_thalion_copy
639,645,10,39,10,45,internal_thalion_copy
639,647,10,39,10,47,internal_thalion_copy
639,699,10,39,11,39,external_signed_carrier
639,849,10,39,14,9,external_signed_carrier
640,654,10,40,10,54,internal_thalion_copy
640,700,10,40,11,40,external_signed_carrier
640,850,10,40,14,10,external_signed_carrier
641,647,10,41,10,47,internal_thalion_copy
641,650,10,41,10,50,internal_thalion_copy
641,653,10,41,10,53,internal_thalion_copy
641,701,10,41,11,41,external_signed_carrier
641,851,10,41,14,11,external_signed_carrier
642,646,10,42,10,46,internal_thalion_copy
642,648,10,42,10,48,internal_thalion_copy
642,654,10,42,10,54,internal_thalion_copy
642,702,10,42,11,42,external_signed_carrier
642,852,10,42,14,12,external_signed_carrier
643,647,10,43,10,47,internal_thalion_copy
643,703,10,43,11,43,external_signed_carrier
643,853,10,43,14,13,external_signed_carrier
644,704,10,44,11,44,external_signed_carrier
644,854,10,44,14,14,external_signed_carrier
645,656,10,45,10,56,internal_thalion_copy
645,705,10,45,11,45,external_signed_carrier
645,855,10,45,14,15,external_signed_carrier
646,706,10,46,11,46,external_signed_carrier
646,856,10,46,14,16,external_signed_carrier
647,653,10,47,10,53,internal_thalion_copy
647,707,10,47,11,47,external_signed_carrier
